COMPANY;NAME;EMPLOYEES;SUMMARY;PROFIT_MARGINS;NET_INCOME;REVENUE_GROWTH;TOTAL_REVENUE;OPERATING_MARGIN;DEBT_TO_EQUITY;FOREWARD_PE;PE;REVENUE_PER_SHARE;DIVIDEND_YIELD;NBR_SHARES;MARKET_CAP;TOTAL_DEBT
VOW3.DE;Volkswagen AG;672789.0;"Volkswagen AG manufactures and sells automobiles primarily in Europe, North America, South America, and the Asia-Pacific. The company operates in four segments: Passenger Cars and Light Commercial Vehicles, Commercial Vehicles, Power Engineering, and Financial Services. The Passenger Cars and Light Commercial Vehicles segment develops vehicles, engines, and vehicle software; and light commercial vehicles; and produces and sells passenger cars and related parts. The Commercial Vehicles segment develops, produces, and sells trucks and buses; and offers parts and related services. The Power Engineering segment offers large-bore diesel engines, turbomachinery, and propulsion components. The Financial Services segment provides dealer and customer financing, leasing, banking and insurance, fleet management, and mobility services. The company also offers motorcycles. It provides its products under the Volkswagen Passenger Cars, Audi, KODA, SEAT, Bentley, Porsche, Volkswagen Commercial Vehicles, Scania, MAN, Lamborghini, Ducati, and Bugatti brands. Volkswagen AG was founded in 1937 and is based in Wolfsburg, Germany. Volkswagen AG operates as a subsidiary of Porsche Automobil Holding SE.";0.061479997;14842999808.0;-0.056;250199998464.0;0.07987;143.822;4.4072194;3.9159303;499.107;0.051599998;234826753.0;88708734976.0;210202001408.0
VLTSA.PA;Voltalia SA;1300.0;Voltalia SA engages in the production of electricity from renewable energy sources. It operates in two segments, Energy Sales and Services. The company develops, constructs, operates, and maintains wind, solar, hydro, and biomass power plants. It also develops and sells projects, and procures equipment for solar power plants, as well as provides maintenance service. As of December 31, 2020, the company had an installed capacity of 1.0 GW, and 0.4 GW under construction, as well as operated 2.4 GW for third parties. It operates in Europe, Latin America, Asia, and Africa. The company was incorporated in 2005 and is headquartered in Paris, France. Voltalia SA is a subsidiary of Voltalia Investissement SA.;-0.0034999999;-1616000.0;1.133;461328992.0;0.13397999;148.085;22.658537;223.85542;;;;1769633536.0;1083012992.0
VOLV-B.ST;AB Volvo (publ);84059.0;"AB Volvo (publ), together with its subsidiaries, manufactures and sells trucks, buses, construction equipment, and marine and industrial engines in Europe, North America, South America, Asia, Africa, and Oceania. The company offers trucks for long-haulage, construction, mining, and distribution purposes under the Volvo, UD Trucks, Renault Trucks, Mack, Eicher, Arquus, cellcentric, and Dongfeng Trucks brands; and city and intercity buses, coaches, and bus chassis, as well as associated transport systems under the Prevost and Nova Bus brands. It also provides construction equipment, including excavators, articulated and rigid haulers, wheel loaders, road construction machines, pavers, and compactors under the brand names of Volvo, and SDLG Trucks. In addition, the company offers engines and power solutions for leisure and commercial vessels, as well as for power generation, industrial, and off-road applications under the Volvo Penta brand name. Further, it provides financing, insurance, rental, spare parts, repair, preventive maintenance, service agreement, and assistance services. The company offers its products and services through a network of dealerships and workshops. It has a strategic alliance with Isuzu Motors within commercial vehicles; a partnership with Samsung SDI Co to develop battery packs for its trucks; and an agreement with NVIDIA and Aurora to develop autonomous trucks. AB Volvo (publ) was incorporated in 1915 and is headquartered in Gothenburg, Sweden.";0.08078;30979000320.0;0.12;383515000832.0;0.10033;113.638;11.194305;9.406699;188.645;0.040999997;1862682778.0;390565560320.0;179182993408.0
VNA.DE;Vonovia SE;11137.0;"Vonovia SE operates as an integrated residential real estate company in Europe. It operates through five segments: Rental, Value-Add, Recurring Sales, Development, and Deutsche Wohnen. The company offers property management services; apartments and property-related services; and value-added services, including maintenance and modernization of properties, craftsmen and residential environment organization, residential environment organization, condominium administration, cable TV, metering, energy supply, and insurances services. It also engages in the sale of individual condominiums and single-family houses; and project development activities. As of December 31, 2021, the company had 565,334 residential units; 168,015 garages and parking spaces; and 9,289 commercial units, as well as managed 71,173 residential units for other owners in Germany, Austria, and Sweden. The company was formerly known as Deutsche Annington Immobilien SE and changed its name to Vonovia SE in August 2015. Vonovia SE was founded in 1998 and is headquartered in Bochum, Germany.";0.5075;2641900032.0;0.946;5281399808.0;0.35536;130.732;11.740741;3.4724507;8.43;0.050100002;776550793.0;24723845120.0;47776301056.0
VPK.AS;Koninklijke Vopak N.V.;5583.0;Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases and LNG, oil products, biofuels, and vegetable oils worldwide. It owns and operates specialized facilities, including tanks, jetties, truck loading stations, and pipelines. The company operates 73 terminals in 23 countries with a storage capacity of 36.2 million cubic meters. Koninklijke Vopak N.V. was founded in 1616 and is headquartered in Rotterdam, the Netherlands.;0.17096001;216400000.0;0.08;1265799936.0;0.24617;89.625;9.452674;16.48959;10.103;0.048299998;61067316.0;2881196032.0;2998500096.0
VNO;;;;;;;;;;;;;;;;
VRAP.PA;Vranken-Pommery Monopole Société Anonyme;743.0;Vranken-Pommery Monopole Société Anonyme produces and sells wines and champagnes in Europe, North America, and the Asia Pacific. The company offers its products under the Champagne Charles Lafitte, Champagne Demoiselle, Champagne Pommery, Champagne Heidsieck & C° Monopole, Champagne Vranken  Diamant, Champagne Germain, Sao Pedro, Rozès, and Grifo brands. The company was founded in 1976 and is based in Reims, France.;0.01571;4290000.0;0.453;273088000.0;0.08979;195.674;14.913793;35.817802;30.74;0.0469;2533234.0;153582640.0;725819008.0
VMC;Vulcan Materials Company;11912.0;"Vulcan Materials Company, together with its subsidiaries, produces and supplies construction aggregates primarily in the United States. It operates through four segments: Aggregates, Asphalt, Concrete, and Calcium. The Aggregates segment provides crushed stones, sand and gravel, sand, and other aggregates; and related products and services that are applied in construction and maintenance of highways, streets, and other public works, as well as in the construction of housing and commercial, industrial, and other nonresidential facilities. The Asphalt Mix segment offers asphalt mix in Alabama, Arizona, California, New Mexico, Tennessee, and Texas, as well as engages in the asphalt construction paving activity in Alabama, Tennessee, and Texas. The Concrete segment provides ready-mixed concrete in California, Maryland, New Jersey, New York, Oklahoma, Pennsylvania, Texas and Virginia, and Washington D.C. The Calcium segment mines, produces, and sells calcium products for the animal feed, plastics, and water treatment industries. The company was formerly known as Virginia Holdco, Inc. and changed its name to Vulcan Materials Company. Vulcan Materials Company was founded in 1909 and is headquartered in Birmingham, Alabama.";0.12082;674099968.0;0.367;5552200192.0;0.16975;71.069;23.18283;30.06598;41.809;0.0095;132454983.0;19351044096.0;4667599872.0
WRB;W. R. Berkley Corporation;7681.0;"W. R. Berkley Corporation, an insurance holding company, operates as a commercial lines writer in the United States and internationally. It operates in two segments, Insurance and Reinsurance & Monoline Excess. The Insurance segment underwrites commercial insurance business, including premises operations, commercial automobile, property, products liability, and general and professional liability lines. It also provides workers' compensation insurance products; accident and health insurance and reinsurance products; insurance for commercial risks; specialty environmental products for contractors, consultants, and property owners and facilities operators; specialized insurance coverages for fine arts and jewelry exposures; umbrella and excess liability coverage products; and liquor liability and inland marine coverage for small to medium-sized insureds. In addition, this segment offers directors and officers, and surety risk products, as well as products for technology, and life sciences and travel industries; cyber risk solutions; casualty, group life, and crime and fidelity related insurance products; personal lines insurance solutions, including home, condo/co-op, auto, and collectibles; automobile, law enforcement, public officials and educator's legal, and employment practices liability, as well as incidental medical insurance products; and at-risk and alternative risk insurance program management services. The Reinsurance & Monoline Excess segment provides other insurance companies and self-insureds with assistance in managing their net risk through reinsurance on a portfolio basis through treaty reinsurance or on an individual basis through facultative reinsurance. W. R. Berkley Corporation was founded in 1967 and is based in Greenwich, Connecticut.";0.13545999;1383602944.0;0.352;10214005760.0;0.18096;52.129;13.057581;12.224618;36.85;0.0050999997;209025107.0;12016819200.0;3475796992.0
GWW;W.W. Grainger, Inc.;22700.0;W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. It offers safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers inventory management and technical support services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.;0.0862;1171000064.0;0.183;13585000448.0;0.12845;115.021;19.732449;26.347527;263.275;0.014400001;45583708.0;23748145152.0;2726000128.0
WAB;Westinghouse Air Brake Technologies Corporation;25000.0;"Westinghouse Air Brake Technologies Corporation provides technology-based equipment, systems, and services for the freight rail and passenger transit industries worldwide. It operates through two segments, Freight and Transit. The Freight segment manufactures and services components for new and existing freight cars and locomotives; builds new commuter locomotives; rebuilds freight locomotives; supplies railway electronics, positive train control equipment, signal design, and engineering services; and provides related heat exchange and cooling systems. It serves publicly traded railroads; leasing companies; manufacturers of original equipment, including locomotives and freight cars; and utilities. The Transit segment manufactures and services components for new and existing passenger transit vehicles, such as regional trains, high speed trains, subway cars, light-rail vehicles, and buses; refurbishes subway cars; and provides heating, ventilation, and air conditioning equipment, as well as doors for buses and subways. This segment serves public transit authorities and municipalities, leasing companies, and manufacturers of subway cars and buses. It also provides electronically controlled pneumatic braking products; railway electronics; freight car trucks; draft gears, couplers, and slack adjusters; air compressors and dryers; heat exchangers and cooling products; and track and switch products. In addition, the company offers railway braking equipment and related components; friction products; new switcher locomotives; transit locomotive and car overhaul services; and freight locomotive overhaul, modernizations, and refurbishment services. Further, it provides platform screen doors; pantographs; window assemblies; couplers; accessibility lifts and ramps for buses and subway cars; and traction motors. The company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania.";0.07513;593000000.0;0.053;7919000064.0;0.12753999;45.034;17.464067;35.305107;42.416;0.0069;174631250.0;15889126400.0;4543000064.0
WBA;Walgreens Boots Alliance, Inc.;315000.0;"Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through two segments, the United States and International. The United States segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides central specialty pharmacy services and mail services. As of August 31, 2021, this segment operated 8,965 retail stores under the Walgreens and Duane Reade brands in the United States; and five specialty pharmacies. The International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty retail stores and optical practices, as well as through boots.com and an integrated mobile application. It also engages in pharmaceutical wholesaling and distribution business in Germany. As of August 31, 2021, this segment operated 4,031 retail stores under the Boots, Benavides, and Ahumada in the United Kingdom, Thailand, Norway, the Republic of Ireland, the Netherlands, Mexico, and Chile; and 548 optical practices, including 160 on a franchise basis. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois.";0.04625;5926000128.0;0.03;135948001280.0;0.03135;121.734;8.166667;14.200478;157.211;0.043899998;714288828.0;35983310848.0;38563999744.0
WALL-B.ST;Wallenstam AB (publ);267.0;Wallenstam AB (publ) develops, builds, manages, and sells residential and commercial properties for people and companies in Gothenburg and Stockholm, Sweden. The company's property portfolio comprises approximately 230 properties, including 11,400 apartments and 1,000 commercial tenants. It also owns and operates 66 wind turbines with a total installed output of 143 megawatts. The company was founded in 1944 and is headquartered in Gothenburg, Sweden.;2.15273;5200999936.0;0.042;2416000000.0;0.59147;88.4;10.628505;4.136583;7.297;0.0112;154040700.0;15011700736.0;28266000384.0
WMT;Walmart Inc.;2300000.0;"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery and consumables, which includes dairy, meat, bakery, deli, produce, dry, chilled or frozen packaged foods, alcoholic and nonalcoholic beverages, floral, snack foods, candy, other grocery items, health and beauty aids, paper goods, laundry and home care, baby care, pet supplies, and other consumable items; and health and wellness products covering pharmacy, over-the-counter drugs and other medical products, and optical and hearing services. It also provides gasoline stations and tobacco; home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. In addition, the company offers fuel and financial services and related products, including money orders, prepaid cards, money transfers, and check cashing and bill payment, as well as various types of installment lending. It operates approximately 10,500 stores and various e-commerce websites under 46 banners in 24 countries. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. The company was founded in 1945 and is based in Bentonville, Arkansas.";0.02387;13672999936.0;0.005;572753969152.0;0.045289997;63.573;18.410715;43.56338;205.141;0.0150999995;1439290817.0;343184441344.0;58417999872.0
WRT1V.HE;Wärtsilä Oyj Abp;17351.0;"Wärtsilä Oyj Abp provides technologies and lifecycle solutions for the marine and energy markets worldwide. The company's marine power portfolio includes engines, propulsion systems, hybrid technology, and integrated powertrain systems; marine systems comprising products and lifecycle services related to the gas value chain, exhaust treatment, shaft line, underwater repair, and electrical integrations; voyage solutions consists of bridge infrastructure, cloud data services, decision support systems, and smart port solutions to enable shore-to-shore visibility, as well as builds end-to-end connected digital ecosystem for shipping; and decarbonization energy services include future-fuel enabled balancing power plants, hybrid solutions, energy storage, and optimization technology, such as the GEMS energy management platform. It provides power and propulsion products, such as electrical and power systems, engines and generating sets, propulsors and gears, and shaft line solutions; gas, ballast water management, freshwater generation, waste and wastewater treatment, and exhaust treatment solutions; and voyage and fleet optimization services comprising autonomy, simulation and training, fleet optimization and safety, integrated vessel control systems, port and traffic management, and dynamic positioning services. The company also offers spare parts and field services, technical support, maintenance and repair services, lifecycle upgrades and solutions, and training services. In addition, it provides products and solutions for energy storage, and engine and hybrid power plants. The company serves merchant vessels, gas carriers, cruise and ferry, navy, and special vessels segments; offshore installations and related industry vessels and land-based gas installations; and ship owners, shipyards, and ship management companies. Wärtsilä Oyj Abp was founded in 1834 and is headquartered in Helsinki, Finland.";0.0053100004;27000000.0;0.301;5085000192.0;0.01868;47.6;13.066667;26.318022;8.616;0.0328;392743169.0;4394490880.0;982000000.0
WM;Waste Management, Inc.;48500.0;"Waste Management, Inc., through its subsidiaries, provides waste management environmental services to residential, commercial, industrial, and municipal customers in North America. It offers collection services, including picking up and transporting waste and recyclable materials from where it was generated to a transfer station, material recovery facility (MRF), or disposal site; and owns, develops, and operates landfill gas-to-energy facilities in the United States, as well as owns and operates transfer stations. As of December 31, 2021, the company owned or operated 255 solid waste landfills; 5 secure hazardous waste landfills; 96 MRFs; and 340 transfer stations. It also provides materials processing and commodities recycling services; recycling brokerage services, such as managing the marketing of recyclable materials for third parties; and other strategic business solutions. In addition, the company offers construction and remediation services; services related with the disposal of fly ash, and residue generated from the combustion of coal and other fuel stocks; in-plant services comprising full-service waste management solutions and consulting services; and specialized disposal services for oil and gas exploration and production operations. The company was formerly known as USA Waste Services, Inc. and changed its name to Waste Management, Inc. in 1998. Waste Management, Inc. was incorporated in 1987 and is headquartered in Houston, Texas.";0.10325;1908000000.0;0.134;18480001024.0;0.16634001;188.735;27.18083;36.48301;44.147;0.0165;414272809.0;62877077504.0;13486999552.0
WAT;Waters Corporation;7800.0;"Waters Corporation, a specialty measurement company, provides analytical workflow solutions in Asia, the Americas, and Europe. It operates through two segments, Waters and TA. The company designs, manufactures, sells, and services high and ultra-performance liquid chromatography, as well as mass spectrometry (MS) technology systems and support products, including chromatography columns, other consumable products, and post-warranty service plans. It also designs, manufactures, sells, and services thermal analysis, rheometry, and calorimetry instruments; and develops and supplies software-based products that interface with its instruments, as well as other manufacturers' instruments. Its MS technology instruments are used in drug discovery and development comprising clinical trial testing, the analysis of proteins in disease processes, nutritional safety analysis, and environmental testing. The company offers thermal analysis, rheometry, and calorimetry instruments for use in predicting the suitability and stability of fine chemicals, pharmaceuticals, water, polymers, metals, and viscous liquids for various industrial, consumer good, and healthcare products, as well as for life science research. Its products are used by life science, pharmaceutical, biochemical, industrial, nutritional safety, environmental, academic, and governmental customers working in research and development, quality assurance, and other laboratory applications. Waters Corporation was founded in 1958 and is headquartered in Milford, Massachusetts.";0.24870001;692843008.0;0.063;2785873920.0;0.29676;437.15;27.869379;29.442652;45.244;;60064779.0;20055306240.0;1606761984.0
WDP.BR;Warehouses De Pauw;89.0;WDP develops and invests in logistics property (warehouses and offices). WDP's property portfolio amounts to more than 5 million m². This international portfolio of semi-industrial and logistics buildings is spread over around 250 sites at prime logistics locations for storage and distribution in Belgium, France, the Netherlands, Luxembourg, Germany and Romania.;3.1474302;1046235008.0;0.209;332408992.0;0.81934;58.758;25.884296;6.7037673;1.805;0.0253;141530880.0;5787059200.0;2295453952.0
WEC;WEC Energy Group, Inc.;6938.0;"WEC Energy Group, Inc., through its subsidiaries, provides regulated natural gas and electricity, and renewable and nonregulated renewable energy services in the United States. The company operates through six segments: Wisconsin, Illinois, Other States, Electric Transmission, Non-Utility Energy Infrastructure, and Corporate and Other. It generates and distributes electricity from coal, natural gas, oil, hydroelectric, wind, solar, and biomass sources; provides electric transmission services; offers retail natural gas distribution services; transports natural gas; and generates, distributes, and sells steam. As of December 31, 2021, it operated approximately 35,800 miles of overhead distribution lines and 35,600 miles of underground distribution cables, as well as 440 electric distribution substations and 510,500 line transformers; 50,900 miles of natural gas distribution mains; 1,200 miles of natural gas transmission mains; 2.3 million natural gas lateral services; 500 natural gas distribution and transmission gate stations; and 68.2 billion cubic feet of working gas capacities in underground natural gas storage fields. The company was formerly known as Wisconsin Energy Corporation and changed its name to WEC Energy Group, Inc. in June 2015. WEC Energy Group, Inc. was incorporated in 1981 and is headquartered in Milwaukee, Wisconsin.";0.15636;1300300032.0;0.139;8316000256.0;0.2149;140.578;22.595348;23.412048;26.367;0.028499998;314765810.0;30647666688.0;15622899712.0
WEIR.L;;;;;;;;;;;;;;;;
WFC;Wells Fargo & Company;246577.0;"Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The Consumer Banking and Lending segment offers diversified financial products and services for consumers and small businesses. Its financial products and services include checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. The Commercial Banking segment provides financial solutions to private, family owned, and certain public companies. Its products and services include banking and credit products across various industry sectors and municipalities, secured lending and lease products, and treasury management services. The Corporate and Investment Banking segment offers a suite of capital markets, banking, and financial products and services to corporate, commercial real estate, government, and institutional clients. Its products and services comprise corporate banking, investment banking, treasury management, commercial real estate lending and servicing, equity, and fixed income solutions, as well as sales, trading, and research capabilities services. The Wealth and Investment Management segment provides personalized wealth management, brokerage, financial planning, lending, private banking, and trust and fiduciary products and services to affluent, high-net worth, and ultra-high-net worth clients. It also operates through financial advisors. Wells Fargo & Company was founded in 1852 and is headquartered in San Francisco, California.";0.25179002;19392999424.0;-0.061;81747001344.0;0.34287;;10.898396;9.723282;20.517;0.0235;3784172066.0;162519482368.0;202437001216.0
WELL;Welltower Inc.;464.0;"Welltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. The Company invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, a real estate investment trust (""REIT""), owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.";0.070879996;336137984.0;0.167;4742114816.0;0.16785999;77.462;82.53465;80.54107;11.159;0.0276;446398501.0;36284526592.0;14716193792.0
MF.PA;Wendel;90266.0;Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.;0.13951;1009200000.0;0.083;7503900160.0;0.10714;141.681;46.62857;171.06918;171.507;0.032899998;25403561.0;3563072000.0;5934900224.0
WES.AX;Wesfarmers Limited;122000.0;"Wesfarmers Limited primarily engages in the retail business in Australia, New Zealand, the United Kingdom, and internationally. The company is involved in the retail sale of building materials, home and garden improvement, and outdoor living products through its Bunnings stores; apparel, homewares, and general merchandise, including toys, leisure, entertainment, home, consumables, electrical products, and accessories; and office products and solutions, such as office supplies, technology, furniture, art supplies, education resources, and helpful services, including print and copy and on-site tech support through its 168 Officeworks stores. It also provides hardware and software repairs, system security solutions, wireless and wired networking services, virus and spyware prevention and removal, and data backup and recovery solutions through Geeks2U. In addition, the company manufactures and supplies ammonia, ammonium nitrate, and industrial chemicals; manufactures, imports, and distributes phosphate, nitrogen, and potassium-based fertilizers in blended, compound, and liquid form; supplies polyvinyl chloride resins used in various products comprising piping, cable insulation, floor coverings, building profiles, packaging, and compounds; produces wood-plastic composite products; and manufactures and distributes sodium cyanide for gold extraction in mining industry. Further, it extracts, markets, and distributes liquefied petroleum gas and liquefied natural gas; supplies and distributes maintenance, repair, operating products, and industrial safety products and services; manufacturers and markets industrial gases and equipment; distributes tools, safety gear, work wear, and industrial supplies; and provides risk management and compliance services, as well as offers property management services and other businesses. Additionally, the company sells its products online. Wesfarmers Limited was founded in 1914 and is headquartered in Perth, Australia.";0.06494;2203000064.0;-0.001;33924999168.0;0.09438;136.782;20.282408;20.842056;29.996;0.032;1123244876.0;49673531392.0;10590999552.0
WST;West Pharmaceutical Services, Inc.;10065.0;"West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment offers stoppers and seals for injectable packaging systems; syringe and cartridge components, including custom solutions for the needs of injectable drug applications, as well as administration systems that enhance the safe delivery of drugs through advanced reconstitution, mixing, and transfer technologies; and films, coatings, washing, and vision inspection and sterilization processes and services to enhance the quality of packaging components. It also provides drug containment solutions, including Crystal Zenith, a cyclic olefin polymer in the form of vials, syringes, and cartridges; and self-injection devices, as well as a range of integrated solutions, including analytical lab services, pre-approval primary packaging support and engineering development, regulatory expertise, and after-sales technical support. This segment serves biologic, generic, and pharmaceutical drug companies. The Contract-Manufactured Products segment is involved in the design, manufacture, and automated assembly of devices used in surgical, diagnostic, ophthalmic, injectable, and other drug delivery systems, as well as consumer products. It serves pharmaceutical, diagnostic, and medical device companies. The company distributes its products through its sales force and distribution network, as well as contract sales agents and regional distributors. West Pharmaceutical Services, Inc. was incorporated in 1923 and is headquartered in Exton, Pennsylvania.";0.23756;684400000.0;0.074;2880900096.0;0.26900998;14.238;33.279556;37.353344;38.657;0.0023999999;73640052.0;22311321600.0;331200000.0
WDC;Western Digital Corporation;65600.0;"Western Digital Corporation develops, manufactures, and sells data storage devices and solutions in the United States, China, Hong Kong, Europe, the Middle East, Africa, rest of Asia, and internationally. It offers client devices, including hard disk drives (HDDs) and solid state drives (SSDs) for computing devices, such as desktop and notebook personal computers (PCs), smart video systems, gaming consoles, and set top boxes; flash-based embedded storage products for mobile phones, tablets, notebook PCs, and other portable and wearable devices, as well as automotive, Internet of Things, industrial, and connected home applications; and flash-based memory wafers. The company also provides data center devices and solutions comprising enterprise helium hard drives; enterprise SSDs consisting of flash-based SSDs and software solutions for use in enterprise servers, online transactions, data analysis, and other enterprise applications; data center solutions for data storage systems and tiered storage models; and data storage platforms. In addition, it offers client solutions, such as external HDD storage products in mobile and desktop form; client portable SSDs; removable cards that are used in consumer devices comprising mobile phones, tablets, imaging systems, and cameras and smart video systems; universal serial bus flash drives for use in the computing and consumer markets; and wireless drive products used in-field back up of created content, as well as wireless streaming of high-definition movies, photos, music, and documents to tablets, smartphones, and PCs. The company sells its products under the G-Technology, SanDisk, and WD brands to original equipment manufacturers, distributors, dealers, resellers, and retailers. Western Digital Corporation was founded in 1970 and is headquartered in San Jose, California.";0.094919994;1820999936.0;0.059;19185000448.0;0.13844;59.763;5.241648;9.84728;61.837;;311870070.0;14668094464.0;7161999872.0
WU;The Western Union Company;10500.0;"The Western Union Company provides money movement and payment services worldwide. The company operates in two segments, Consumer-to-Consumer and Business Solutions. The Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents and sub-agents; and offers international cross-border transfers and intra-country transfers, as well as money transfer transactions through websites and mobile devices. The Business Solutions segment provides payment and foreign exchange solutions, primarily cross-border and cross-currency transactions for small and medium size enterprises, other organizations, and individuals; and foreign currency forward and option contracts. It also offers bill payment services that facilitates payments from consumers to businesses and other organizations, as well as offers money order and other services. The company was founded in 1851 and is headquartered in Denver, Colorado.";0.18285999;917299968.0;-0.045;5016500224.0;0.22346;718.396;7.450893;8.476384;12.474;0.0553;383644469.0;6709497344.0;2534500096.0
WBC.AX;Westpac Banking Corporation;40143.0;"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, the Americas, Asia, Europe, and internationally. It offers everyday banking, savings, term deposit, business transaction, foreign currency, and specialized accounts; home, personal, and business loans; credit cards; international and travel services; share trading services; investment; and home, car, travel, life, and business insurance products. The company also provides merchant and payment, corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.";0.25023;5456000000.0;0.245;21812000768.0;0.49299;;10.473118;14.136429;5.971;0.0504;3663202495.0;71396728832.0;211803996160.0
WRK;WestRock Company;50000.0;"WestRock Company, together with its subsidiaries, provides fiber-based paper and packaging solutions in North America, South America, Europe, Asia, and Australia. It operates through two segments, Corrugated Packaging and Consumer Packaging. The Corrugated Packaging segment produces containerboards, corrugated sheets, corrugated packaging, and preprinted linerboards to consumer and industrial products manufacturers, and corrugated box manufacturers. It also provides structural and graphic design, engineering services and custom, and proprietary and standard automated packaging machines, as well as turn-key installation, automation, line integration, and packaging solutions; distributes corrugated packaging materials and other specialty packaging products, including stretch films, void fills, carton sealing tapes, and other specialty tapes; operates recycling facilities that collect, sort, grade, and bale recovered paper; and provides lithographic laminated packaging products, as well as contract packing services. The Consumer Packaging segment manufactures and sells folding cartons that are used to package food, paper, beverages, dairy products, tobacco, confectionery, health and beauty, other household consumer, and commercial and industrial products; and express mail packages for the overnight courier industry. It also offers inserts and labels, as well as rigid packaging and other printed packaging products, such as transaction cards, brochures, product literature, marketing materials, and grower tags and plant stakes for the horticultural market; and secondary packages and paperboard packaging for over-the-counter and prescription drugs. In addition, this segment manufactures and sells solid fiber and corrugated partitions, and die-cut paperboard components principally to glass container manufacturers and the automotive industry, as well as producers of beer, food, wine, spirits, cosmetics, and pharmaceuticals. WestRock Company is based in Atlanta, Georgia.";0.04501;868400000.0;0.125;19296800768.0;0.075729996;76.277;7.922027;12.984025;72.633;0.0216;259471483.0;10691896320.0;8939499520.0
WY;Weyerhaeuser Company;9200.0;Weyerhaeuser Company, one of the world's largest private owners of timberlands, began operations in 1900. We own or control approximately 11 million acres of timberlands in the U.S. and manage additional timberlands under long-term licenses in Canada. We manage these timberlands on a sustainable basis in compliance with internationally recognized forestry standards. We are also one of the largest manufacturers of wood products in North America. Our company is a real estate investment trust. In 2020, we generated $7.5 billion in net sales and employed approximately 9,400 people who serve customers worldwide. We are listed on the Dow Jones Sustainability North America Index. Our common stock trades on the New York Stock Exchange under the symbol WY.;0.24956;2696999936.0;0.242;10807000064.0;0.36291;49.36;18.35829;10.368469;14.425;0.0186;743123675.0;25714716672.0;5053000192.0
